dep,hs4,local_product_exportations,local_total_exportations,world_product_exportations,world_total_exportations,local_rca,rca_norm
43,6902,19611,12435228223,4613502184,17160008181348,0.0059,0.0000021
43,6815,35270,12435228223,8265981992,17160008181348,0.0059,0.0000021
43,9504,130930,12435228223,30403234398,17160008181348,0.0059,0.0000021
43,2844,41130,12435228223,9364508618,17160008181348,0.0061,0.0000021
43,3214,39348,12435228223,8802592808,17160008181348,0.0062,0.0000022
43,7318,191036,12435228223,40053073921,17160008181348,0.0066,0.0000023
43,1804,25463,12435228223,5281708329,17160008181348,0.0067,0.0000023
43,8528,388683,12435228223,79738786831,17160008181348,0.0067,0.0000024
43,9010,208853,12435228223,42505277596,17160008181348,0.0068,0.0000024
43,2836,41130,12435228223,8340751814,17160008181348,0.0068,0.0000024
43,4303,24782,12435228223,4980711456,17160008181348,0.0069,0.0000024
43,6203,247802,12435228223,45821470094,17160008181348,0.0075,0.0000026
43,2815,41130,12435228223,7574526353,17160008181348,0.0075,0.0000026
43,8311,16854,12435228223,3051763078,17160008181348,0.0076,0.0000027
43,4910,2930,12435228223,527283574,17160008181348,0.0077,0.0000027
43,2523,67228,12435228223,11909901294,17160008181348,0.0078,0.0000027
43,7317,16854,12435228223,2981016922,17160008181348,0.0078,0.0000027
43,3801,15659,12435228223,2760863264,17160008181348,0.0078,0.0000028
43,8301,74958,12435228223,13117923627,17160008181348,0.0079,0.0000028
43,3304,297603,12435228223,51881954989,17160008181348,0.0079,0.0000028
43,3209,39348,12435228223,6496255578,17160008181348,0.0084,0.0000029
43,3002,1097173,12435228223,179854182282,17160008181348,0.0084,0.0000030
43,8523,295455,12435228223,46727285817,17160008181348,0.0087,0.0000031
43,2528,2585,12435228223,388399026,17160008181348,0.0092,0.0000032
43,1511,195579,12435228223,29181689868,17160008181348,0.0092,0.0000033
43,2843,41130,12435228223,5923943167,17160008181348,0.0096,0.0000034
43,6807,15659,12435228223,2089007407,17160008181348,0.0103,0.0000036
43,4301,16254,12435228223,2163568674,17160008181348,0.0104,0.0000037
43,8514,40576,12435228223,5367272332,17160008181348,0.0104,0.0000037
43,8516,361583,12435228223,47584196153,17160008181348,0.0105,0.0000037
43,6104,247802,12435228223,32224654504,17160008181348,0.0106,0.0000037
43,4810,215030,12435228223,27742391343,17160008181348,0.0107,0.0000038
43,8803,660298,12435228223,84896150679,17160008181348,0.0107,0.0000038
43,2803,41130,12435228223,5272286570,17160008181348,0.0108,0.0000038
43,409,16254,12435228223,2075161238,17160008181348,0.0108,0.0000038
43,2304,195579,12435228223,24840244523,17160008181348,0.0109,0.0000038
43,901,230467,12435228223,28946058942,17160008181348,0.0110,0.0000039
43,1108,34520,12435228223,4317936804,17160008181348,0.0110,0.0000039
43,2811,41130,12435228223,5077089899,17160008181348,0.0112,0.0000039
43,101,24000,12435228223,2954517627,17160008181348,0.0112,0.0000039
43,2515,18713,12435228223,2302217996,17160008181348,0.0112,0.0000039
43,3816,19611,12435228223,2409580239,17160008181348,0.0112,0.0000040
43,7413,16854,12435228223,2021472642,17160008181348,0.0115,0.0000041
43,1803,25463,12435228223,3042567638,17160008181348,0.0115,0.0000041
43,8527,114498,12435228223,13599953294,17160008181348,0.0116,0.0000041
43,3207,39348,12435228223,4589485429,17160008181348,0.0118,0.0000042
43,8501,493153,12435228223,54389105016,17160008181348,0.0125,0.0000044
43,2303,49533,12435228223,5346811274,17160008181348,0.0128,0.0000045
43,6903,19611,12435228223,2113398414,17160008181348,0.0128,0.0000045
43,2833,41130,12435228223,4371126586,17160008181348,0.0130,0.0000046
43,8438,134212,12435228223,14037255531,17160008181348,0.0132,0.0000046
43,2715,15659,12435228223,1617331701,17160008181348,0.0134,0.0000047
43,3505,35420,12435228223,3640790111,17160008181348,0.0134,0.0000047
43,6206,131842,12435228223,13466991787,17160008181348,0.0135,0.0000048
43,6205,131842,12435228223,13136792596,17160008181348,0.0138,0.0000049
43,2809,41130,12435228223,4087952651,17160008181348,0.0139,0.0000049
43,2516,18713,12435228223,1844728554,17160008181348,0.0140,0.0000049
43,8542,6576628,12435228223,647401837447,17160008181348,0.0140,0.0000049
43,6802,118132,12435228223,11459961952,17160008181348,0.0142,0.0000050
43,6912,26638,12435228223,2571816356,17160008181348,0.0143,0.0000050
43,3404,29480,12435228223,2824872552,17160008181348,0.0144,0.0000051
43,4820,48002,12435228223,4577024815,17160008181348,0.0145,0.0000051
43,9018,1272498,12435228223,120604629259,17160008181348,0.0146,0.0000051
43,7304,273110,12435228223,25395959493,17160008181348,0.0148,0.0000052
43,4821,51112,12435228223,4749946252,17160008181348,0.0148,0.0000052
43,2503,43715,12435228223,4038517851,17160008181348,0.0149,0.0000053
43,6108,131842,12435228223,11989407091,17160008181348,0.0152,0.0000053
43,7306,273110,12435228223,24780365131,17160008181348,0.0152,0.0000054
43,4811,215030,12435228223,19417558893,17160008181348,0.0153,0.0000054
43,6813,15659,12435228223,1413311250,17160008181348,0.0153,0.0000054
43,2835,41130,12435228223,3611143028,17160008181348,0.0157,0.0000055
43,8465,95128,12435228223,8283379062,17160008181348,0.0158,0.0000056
43,1805,25463,12435228223,2211489130,17160008181348,0.0159,0.0000056
43,2841,41130,12435228223,3561092964,17160008181348,0.0159,0.0000056
43,4823,119109,12435228223,10175595120,17160008181348,0.0162,0.0000057
43,2202,243457,12435228223,20709644562,17160008181348,0.0162,0.0000057
43,6212,131842,12435228223,11188048969,17160008181348,0.0163,0.0000057
43,103,44671,12435228223,3763657912,17160008181348,0.0164,0.0000058
43,7614,16854,12435228223,1409312618,17160008181348,0.0165,0.0000058
43,6202,247802,12435228223,20436217296,17160008181348,0.0167,0.0000059
43,2208,409558,12435228223,32142042897,17160008181348,0.0176,0.0000062
43,4413,3900,12435228223,305459841,17160008181348,0.0176,0.0000062
43,3405,29480,12435228223,2283642871,17160008181348,0.0178,0.0000063
43,1520,29480,12435228223,2282640117,17160008181348,0.0178,0.0000063
43,6913,26638,12435228223,2054769050,17160008181348,0.0179,0.0000063
43,505,25982,12435228223,1917808569,17160008181348,0.0187,0.0000066
43,8504,1214051,12435228223,88368794713,17160008181348,0.0190,0.0000067
43,4804,215030,12435228223,15157302584,17160008181348,0.0196,0.0000069
43,2530,38452,12435228223,2660752537,17160008181348,0.0199,0.0000070
43,4805,215030,12435228223,14811305087,17160008181348,0.0200,0.0000071
43,9002,208853,12435228223,14358636093,17160008181348,0.0201,0.0000071
43,2520,18713,12435228223,1269537061,17160008181348,0.0203,0.0000072
43,2827,41766,12435228223,2795868038,17160008181348,0.0206,0.0000073
43,7307,273110,12435228223,18244495023,17160008181348,0.0207,0.0000073
43,5607,37118,12435228223,2453157799,17160008181348,0.0209,0.0000074
43,6201,247802,12435228223,16331182536,17160008181348,0.0209,0.0000074
43,2519,35867,12435228223,2362245017,17160008181348,0.0210,0.0000074
43,604,19781,12435228223,1286774266,17160008181348,0.0212,0.0000075
43,8416,40576,12435228223,2631570166,17160008181348,0.0213,0.0000075
43,6904,21491,12435228223,1388755463,17160008181348,0.0214,0.0000075
43,4802,215030,12435228223,13826951619,17160008181348,0.0215,0.0000076
43,6810,152611,12435228223,9794407919,17160008181348,0.0215,0.0000076
43,8702,269956,12435228223,17058465473,17160008181348,0.0218,0.0000077
43,8543,816026,12435228223,51340729869,17160008181348,0.0219,0.0000077
43,6404,645419,12435228223,40462173126,17160008181348,0.0220,0.0000078
43,3303,297603,12435228223,18447730783,17160008181348,0.0223,0.0000078
43,6002,481857,12435228223,29390973250,17160008181348,0.0226,0.0000080
43,1703,15013,12435228223,905193484,17160008181348,0.0229,0.0000081
43,8509,361583,12435228223,21674530410,17160008181348,0.0230,0.0000081
43,3212,39348,12435228223,2350454323,17160008181348,0.0231,0.0000081
43,6105,131842,12435228223,7706829394,17160008181348,0.0236,0.0000083
43,7905,12515,12435228223,723044055,17160008181348,0.0239,0.0000084
43,2849,41130,12435228223,2350615600,17160008181348,0.0241,0.0000085
43,9506,455392,12435228223,25469607049,17160008181348,0.0247,0.0000087
43,8467,147910,12435228223,8238868333,17160008181348,0.0248,0.0000087
43,301,43063,12435228223,2323770321,17160008181348,0.0256,0.0000090
43,6107,131842,12435228223,6981076220,17160008181348,0.0261,0.0000092
43,1512,195579,12435228223,10063580967,17160008181348,0.0268,0.0000094
43,5608,37118,12435228223,1908909326,17160008181348,0.0268,0.0000094
43,1109,34520,12435228223,1747554456,17160008181348,0.0273,0.0000096
43,8705,269956,12435228223,13271179698,17160008181348,0.0281,0.0000099
43,2521,18713,12435228223,909109277,17160008181348,0.0284,0.0000100
43,6103,247802,12435228223,11993728077,17160008181348,0.0285,0.0000100
43,3206,309752,12435228223,14935482933,17160008181348,0.0286,0.0000101
43,6403,1100811,12435228223,52217744925,17160008181348,0.0291,0.0000102
43,3305,297603,12435228223,14078281413,17160008181348,0.0292,0.0000103
43,4903,22072,12435228223,1021204976,17160008181348,0.0298,0.0000105
43,8508,361583,12435228223,16695328629,17160008181348,0.0299,0.0000105
43,3814,39348,12435228223,1805493285,17160008181348,0.0301,0.0000106
43,9021,1272498,12435228223,58333683652,17160008181348,0.0301,0.0000106
43,8455,102527,12435228223,4695340443,17160008181348,0.0301,0.0000106
43,8003,12515,12435228223,570952604,17160008181348,0.0302,0.0000107
43,4801,215030,12435228223,9680881411,17160008181348,0.0307,0.0000108
43,8422,691291,12435228223,30967102829,17160008181348,0.0308,0.0000108
43,7903,12515,12435228223,554802383,17160008181348,0.0311,0.0000110
43,410,16254,12435228223,706949533,17160008181348,0.0317,0.0000112
43,5407,590193,12435228223,25606377056,17160008181348,0.0318,0.0000112
43,9406,194359,12435228223,8389477228,17160008181348,0.0320,0.0000113
43,3204,309752,12435228223,13335406835,17160008181348,0.0321,0.0000113
43,1507,195579,12435228223,8133621094,17160008181348,0.0332,0.0000117
43,3808,860469,12435228223,35458871850,17160008181348,0.0335,0.0000118
43,1509,195579,12435228223,8011106968,17160008181348,0.0337,0.0000119
43,8609,236828,12435228223,9666142677,17160008181348,0.0338,0.0000119
43,8532,720898,12435228223,28996419572,17160008181348,0.0343,0.0000121
43,3307,327083,12435228223,12855316170,17160008181348,0.0351,0.0000124
43,8707,236828,12435228223,9097402369,17160008181348,0.0359,0.0000126
43,2842,41130,12435228223,1577370818,17160008181348,0.0360,0.0000127
43,2101,219895,12435228223,8283885785,17160008181348,0.0366,0.0000129
43,8503,493153,12435228223,17538208969,17160008181348,0.0388,0.0000137
43,7804,12515,12435228223,441262916,17160008181348,0.0391,0.0000138
43,2529,38452,12435228223,1352598431,17160008181348,0.0392,0.0000138
43,6905,21491,12435228223,754175275,17160008181348,0.0393,0.0000138
43,2103,360082,12435228223,12635515836,17160008181348,0.0393,0.0000138
43,2826,41130,12435228223,1428704745,17160008181348,0.0397,0.0000140
43,2306,195579,12435228223,6696126573,17160008181348,0.0403,0.0000142
43,9403,2551400,12435228223,86175847807,17160008181348,0.0409,0.0000144
43,2807,41130,12435228223,1379310065,17160008181348,0.0411,0.0000145
43,8212,136960,12435228223,4533203072,17160008181348,0.0417,0.0000147
43,8708,12118124,12435228223,400488474972,17160008181348,0.0418,0.0000147
43,8483,1762990,12435228223,58234746349,17160008181348,0.0418,0.0000147
43,5102,16254,12435228223,531353252,17160008181348,0.0422,0.0000149
43,1514,195579,12435228223,6322536636,17160008181348,0.0427,0.0000150
43,8207,725923,12435228223,23405161126,17160008181348,0.0428,0.0000151
43,2834,41766,12435228223,1336383391,17160008181348,0.0431,0.0000152
43,2518,18713,12435228223,595807563,17160008181348,0.0433,0.0000153
43,7305,273110,12435228223,8686912439,17160008181348,0.0434,0.0000153
43,6402,1100811,12435228223,34116697645,17160008181348,0.0445,0.0000157
43,902,230467,12435228223,7118279534,17160008181348,0.0447,0.0000157
43,2801,41130,12435228223,1263536276,17160008181348,0.0449,0.0000158
43,2106,1392079,12435228223,42436485906,17160008181348,0.0453,0.0000159
43,6106,131842,12435228223,3984882601,17160008181348,0.0457,0.0000161
43,2846,41130,12435228223,1241776515,17160008181348,0.0457,0.0000161
43,8704,4549324,12435228223,135418960848,17160008181348,0.0464,0.0000163
43,1513,195579,12435228223,5815993659,17160008181348,0.0464,0.0000163
43,7102,4208740,12435228223,124343280501,17160008181348,0.0467,0.0000164
43,8452,190645,12435228223,5616645132,17160008181348,0.0468,0.0000165
43,8539,301122,12435228223,8851879382,17160008181348,0.0469,0.0000165
43,8464,95128,12435228223,2758281045,17160008181348,0.0476,0.0000168
43,8470,166256,12435228223,4813796907,17160008181348,0.0477,0.0000168
43,2526,35867,12435228223,1037344274,17160008181348,0.0477,0.0000168
43,8454,102527,12435228223,2936562718,17160008181348,0.0482,0.0000170
43,4415,133291,12435228223,3745455462,17160008181348,0.0491,0.0000173
43,2714,35867,12435228223,994013368,17160008181348,0.0498,0.0000175
43,8448,190645,12435228223,5269354278,17160008181348,0.0499,0.0000176
43,8417,174788,12435228223,4718096303,17160008181348,0.0511,0.0000180
43,8480,725923,12435228223,19014421749,17160008181348,0.0527,0.0000185
43,2502,2585,12435228223,67629984,17160008181348,0.0527,0.0000186
43,7321,392170,12435228223,10151539877,17160008181348,0.0533,0.0000188
43,303,960442,12435228223,24728754613,17160008181348,0.0536,0.0000189
43,304,960442,12435228223,24068386668,17160008181348,0.0551,0.0000194
43,2837,41130,12435228223,1015514716,17160008181348,0.0559,0.0000197
43,2006,25463,12435228223,628672887,17160008181348,0.0559,0.0000197
43,8716,1178893,12435228223,28912067216,17160008181348,0.0563,0.0000198
43,8450,552228,12435228223,13476971737,17160008181348,0.0565,0.0000199
43,306,1003505,12435228223,24057805067,17160008181348,0.0576,0.0000203
43,8477,1183977,12435228223,27757880126,17160008181348,0.0589,0.0000207
43,8457,523471,12435228223,12065780365,17160008181348,0.0599,0.0000211
43,8445,190645,12435228223,4372500733,17160008181348,0.0602,0.0000212
43,7113,4172873,12435228223,94407397284,17160008181348,0.0610,0.0000215
43,8531,746135,12435228223,16838617147,17160008181348,0.0611,0.0000215
43,2840,41130,12435228223,925880483,17160008181348,0.0613,0.0000216
43,1905,1557438,12435228223,35017647235,17160008181348,0.0614,0.0000216
43,7404,964920,12435228223,21679304299,17160008181348,0.0614,0.0000216
43,8433,936579,12435228223,20946509578,17160008181348,0.0617,0.0000217
43,2805,41130,12435228223,915608468,17160008181348,0.0620,0.0000218
43,302,1003505,12435228223,22048636452,17160008181348,0.0628,0.0000221
43,9505,332649,12435228223,7298556835,17160008181348,0.0629,0.0000221
43,5208,590193,12435228223,12788951761,17160008181348,0.0637,0.0000224
43,3210,39348,12435228223,851747507,17160008181348,0.0637,0.0000224
43,7904,12515,12435228223,270245630,17160008181348,0.0639,0.0000225
43,7019,590193,12435228223,12616712935,17160008181348,0.0646,0.0000227
43,7319,16854,12435228223,359736511,17160008181348,0.0647,0.0000228
43,7326,2403048,12435228223,50803505120,17160008181348,0.0653,0.0000230
43,2847,41130,12435228223,867186505,17160008181348,0.0655,0.0000230
43,4817,48002,12435228223,1011614168,17160008181348,0.0655,0.0000231
