NACE2,HS4,weight
28.29,8420,0.0074
28.29,8423,0.0412
28.29,9015,0.195
28.29,9017,0.0233
28.29,8424,0.253
28.29,8476,0.014
28.29,8424,0.0859
28.29,8468,0.0027
28.29,8405,0.0031
28.29,8476,0.0048
28.29,8422,0.1582
28.29,8423,0.014
28.29,8421,0.4496
28.29,8420,0.0025
28.29,8419,0.2438
28.29,8484,0.0354
28.29,8487,0
28.30,8701,0.5626
28.30,8434,0.0121
28.30,8433,0.1607
28.30,8716,0.0963
28.30,8424,0.0686
28.30,8436,0.0247
28.30,8432,0.075
28.41,8459,0.0495
28.41,8458,0.0705
28.41,8457,0.0568
28.41,8456,0.0972
28.41,8466,0.4137
28.41,8462,0.2101
28.41,8461,0.0205
28.41,8460,0.0501
28.41,8463,0.0315
28.49,8465,0.0255
28.49,8464,0.0132
28.49,8466,0.149
28.49,8462,0.0757
28.49,8459,0.0178
28.49,8479,0.5437
28.49,8543,0.175
28.91,8454,0.2966
28.91,8455,0.7034
28.92,8429,0.0857
28.92,8479,0.0894
28.92,8430,0.0144
28.92,8701,0.1992
28.92,8431,0.105
28.92,8428,0.0584
28.92,8474,0.0208
28.92,8704,0.427
28.93,8438,0.0876
28.93,8479,0.273
28.93,8478,0.004
28.93,8437,0.0042
28.93,8435,0.0056
28.93,8434,0.0131
28.93,8421,0.388
28.93,8419,0.2104
28.93,8417,0.0141
28.95,8441,0.831
28.95,8439,0.169
28.96,8477,1
28.94,8445,0.0236
28.94,8447,0.0037
28.94,8448,0.0998
28.94,8450,0.012
28.94,8451,0.062
28.94,8452,0.0055
28.94,8453,0.004
28.94,8449,0.0237
28.94,8443,0.1887
28.94,8421,0.5752
28.94,8444,0.001
28.94,8446,0.0008
28.99,8440,0.0132
28.99,8442,0.0404
28.99,8443,0.9464
29.10,8407,0.0485
29.10,8408,0.0713
29.10,8706,0.0013
29.10,8701,0.09
29.10,8702,0.0116
29.10,8703,0.5743
29.10,8704,0.1929
29.10,8705,0.0101
29.20,8609,0.1192
29.20,8716,0.5593
29.20,8707,0.3215
29.31,8544,0.5005
29.31,8512,0.2629
29.31,8511,0.2366
29.32,8708,0.9197
29.32,9401,0.0803
30.11,8905,0.0078
30.11,8901,0.9347
30.11,8906,0.0345
30.11,8907,0.0201
30.11,8902,0.0008
30.11,8904,0.0021
30.12,8903,1
30.20,8606,0.0102
30.20,8604,0.0334
30.20,8601,0.0247
30.20,8602,0.0059
30.20,8603,0.331
30.20,8607,0.5249
30.20,8605,0.0151
30.20,8608,0.0548
30.30,8801,0
30.30,8412,0.0111
30.30,8407,0.0283
30.30,8805,0.0004
30.30,9401,0.0189
30.30,8803,0.1101
30.30,8409,0.0288
30.30,8802,0.5878
30.30,8411,0.2145
30.92,8512,0.7228
30.92,8714,0.1588
30.92,8713,0.0251
30.92,8712,0.0807
30.92,8715,0.0126
30.91,8711,0.6307
30.91,8714,0.3693
30.40,8710,1
30.99,8716,1
32.40,9503,0.7359
32.40,9504,0.2641
14.31,6115,1
15.20,6402,0.1471
15.20,6406,0.0196
15.20,6405,0.0423
15.20,6404,0.2982
15.20,6403,0.4754
15.20,6401,0.0174
15.12,4202,0.9227
15.12,4205,0.0283
15.12,9113,0.0403
15.12,4201,0.0084
15.12,9605,0.0002
13.10,5205,0.0133
13.10,5101,0.0196
13.10,5110,0
13.10,1505,0.0015
13.10,5004,0.0004
13.10,5005,0.0002
13.10,5006,0.0007
13.10,5511,0.0082
13.10,5510,0.0124
13.10,5509,0.0317
13.10,5508,0.0062
13.10,5506,0.0251
13.10,5403,0.0028
13.10,5402,0.2568
13.10,5401,0.0067
13.10,5308,0.0001
13.10,5307,0.0004
13.10,5306,0.0139
13.10,5303,0.0006
13.10,5302,0.0097
13.10,5002,0.0001
13.10,5301,0.5036
13.10,5207,0.0346
13.10,5206,0.0056
13.10,5204,0.004
13.10,5202,0.0162
13.10,5203,0.0025
13.10,5109,0.0035
13.10,5108,0.0008
13.10,5107,0.0032
13.10,5106,0.0035
13.10,5105,0.0026
13.10,5103,0.0011
13.10,5406,0.0013
13.10,5507,0.0066
13.10,5104,0.0002
13.10,5305,0.0003
13.20,5512,0.0778
13.20,5211,0.034
13.20,5210,0.0117
13.20,5209,0.0299
13.20,5208,0.0494
13.20,5311,0.0005
13.20,5408,0.0299
13.20,5407,0.1565
13.20,5007,0.0357
13.20,5801,0.0255
13.20,5111,0.0147
13.20,5113,0.0002
13.20,5802,0.0011
13.20,7019,0.3364
13.20,5803,0.0004
13.20,5212,0.0188
13.20,5310,0.0001
13.20,5309,0.016
13.20,5112,0.0192
13.20,5513,0.0176
13.20,5514,0.0179
13.20,5515,0.0572
13.20,5516,0.0495
13.91,6005,0
13.91,6006,0
13.91,6004,0
13.91,6001,0.041
13.91,6002,0.9551
13.91,4304,0.0039
13.91,6003,0
13.92,5805,0.0016
13.92,6301,0.032
13.92,6302,0.2885
13.92,6303,0.0745
13.92,6304,0.0324
13.92,6305,0.0337
13.92,6306,0.1083
13.92,6307,0.2442
13.92,8804,0.0262
13.92,9404,0.1478
13.92,6308,0.0107
13.93,5703,0.5663
13.93,5704,0.147
13.93,5705,0.1547
13.93,5701,0.0313
13.93,5702,0.1008
13.94,5607,0.5839
13.94,6310,0.0502
13.94,5609,0.1479
13.94,5608,0.218
13.95,5603,1
13.96,5908,0.0003
13.96,5910,0.0107
13.96,5907,0.0217
13.96,5909,0.0299
13.96,5911,0.1906
13.96,5903,0.3374
13.96,5902,0.0278
13.96,5901,0.0121
13.96,5808,0.0473
13.96,5807,0.0537
13.96,5806,0.1875
13.96,5809,0.0057
13.96,5604,0.0545
13.96,5605,0.0207
13.99,5601,0.1832
13.99,5810,0.0976
13.99,5602,0.0994
13.99,5811,0.0115
13.99,5804,0.154
13.99,9616,0.4
13.99,5606,0.0543
14.11,4203,1
14.12,6204,0.5465
14.12,6211,0.2439
14.12,6203,0.2096
14.13,6202,0.1309
14.13,6201,0.074
14.13,6101,0.012
14.13,6102,0.0216
14.13,6309,0.0205
14.13,6204,0.3981
14.13,6103,0.0199
14.13,6104,0.1704
14.13,6203,0.1527
14.14,6206,0.1372
14.14,6105,0.0804
14.14,6205,0.0754
14.14,6108,0.0856
14.14,6207,0.0029
14.14,6107,0.0329
14.14,6106,0.0405
14.14,6208,0.0167
14.14,6109,0.3836
14.14,6212,0.1447
14.19,6504,0.0024
14.19,6215,0.0168
14.19,6217,0.0245
14.19,6506,0.0513
14.19,6117,0.0154
14.19,6112,0.0561
14.19,6114,0.0766
14.19,6116,0.0236
14.19,6111,0.0562
14.19,6502,0
14.19,4203,0.157
14.19,6507,0.0025
14.19,6209,0.0196
14.19,6210,0.104
14.19,6211,0.2061
14.19,6216,0.0089
14.19,6501,0.0001
14.19,6213,0.0023
14.19,6505,0.0316
14.19,6113,0.0126
14.19,6214,0.1327
14.20,4303,1
15.11,4115,0
15.11,4302,0.0154
15.11,4112,0
15.11,4114,0
15.11,4104,0.7522
15.11,4105,0.105
15.11,4106,0.0083
15.11,4113,0
15.11,4107,0.1192
14.39,6110,1
17.22,4823,0.1752
17.22,4818,0.7554
17.22,5601,0.0694
17.22,9619,0
16.10,4409,0.0474
16.10,4407,0.3905
16.10,4406,0.0497
16.10,4404,0.0125
16.10,4403,0.3686
16.10,4401,0.1304
16.10,4405,0.0009
16.21,4410,0.3894
16.21,4412,0.182
16.21,4408,0.0947
16.21,4411,0.3279
16.21,4413,0.006
16.22,4418,1
16.23,9406,0.6565
16.23,4418,0.3435
16.24,4416,0.7858
16.24,4415,0.2142
16.29,6603,0.0022
16.29,4504,0.1893
16.29,4503,0.0635
16.29,4501,0.0113
16.29,9614,0.0045
16.29,4417,0.0099
16.29,4502,0.0001
16.29,4419,0.0262
16.29,4420,0.07
16.29,4421,0.2015
16.29,4414,0.0388
16.29,4401,0.3238
16.29,4602,0.0221
16.29,4601,0.0367
17.11,4703,0.5995
17.11,4704,0.0205
17.11,4701,0.0029
17.11,4705,0.0079
17.11,4702,0.3009
17.11,4706,0.0682
17.12,4809,0.0031
17.12,4808,0.0333
17.12,4806,0.0661
17.12,4805,0.1921
17.12,4804,0.0807
17.12,4802,0.09
17.12,4801,0.0846
17.12,4811,0.2032
17.12,4807,0.0039
17.12,4813,0.0589
17.12,4803,0.032
17.12,4810,0.1522
17.21,4819,0.8066
17.21,4808,0.1934
17.21,4819,1
17.21,4819,1
17.23,4820,0.3835
17.23,4823,0.5034
17.23,4817,0.1003
17.23,4816,0.0128
17.24,4814,0.8637
17.24,5905,0.1363
17.29,4813,0.4225
17.29,4823,0.3169
17.29,4812,0.0112
17.29,4822,0.0142
17.29,4821,0.2353
18.13,8442,1
20.59,3813,0.0013
20.59,3824,0
20.59,3815,0.1159
20.59,3812,0.009
20.59,3811,0.268
20.59,3820,0.0057
20.59,3810,0.0078
20.59,3809,0.0362
20.59,3802,0.008
20.59,3707,0.0279
20.59,3703,0.0013
20.59,3702,0.0036
20.59,3701,0.0151
20.59,3502,0.0082
20.59,3501,0.0235
20.59,3403,0.1022
20.59,3215,0.0684
20.59,1518,0.0046
20.59,3503,0.0167
20.59,3504,0.0359
20.59,3817,0.0048
20.59,3818,0.0474
20.59,3826,0
20.59,3822,0.1492
20.59,3821,0.0332
20.59,3819,0.0047
20.59,3407,0.0014
20.41,1520,0.0258
20.41,3402,0.6506
20.41,3401,0.0464
20.41,3404,0.0264
20.41,3405,0.0192
20.41,3307,0.2315
20.42,3304,0.5563
20.42,3401,0.0091
20.42,3307,0.0455
20.42,3306,0.0103
20.42,3305,0.058
20.42,3303,0.3208
20.51,3605,0.0018
20.51,3601,0.1029
20.51,3602,0.0724
20.51,3604,0.3351
20.51,3603,0.4878
20.52,3505,0.337
20.52,3503,0.1223
20.52,3501,0.1724
20.52,3506,0.3682
20.20,3808,1
20.60,5403,0.0072
20.60,5405,0.0002
20.60,5504,0.0112
20.60,5503,0.1753
20.60,5402,0.6527
20.60,5501,0.0876
20.60,5404,0.0277
20.60,5502,0.0381
20.17,4002,1
20.30,3214,0.1724
20.30,3814,0.0209
20.30,3207,0.0303
20.30,3209,0.1452
20.30,3215,0.2485
20.30,3213,0.0273
20.30,3211,0.0082
20.30,3210,0.0069
20.30,3208,0.2964
20.30,3212,0.0438
20.11,2811,0.318
20.11,2804,0.682
20.11,2853,0
20.12,3202,0.0634
20.12,3205,0.0041
20.12,2825,0.1259
20.12,3206,0.2542
20.12,2819,0.0049
20.12,2817,0.0081
20.12,2822,0.0003
20.12,2823,0.1008
20.12,2820,0.0106
20.12,2824,0.0008
20.12,3203,0.0544
20.12,2821,0.0207
20.12,3201,0.0183
20.12,3204,0.3335
20.13,2844,0.7558
20.13,8401,0.2442
20.13,2841,0.0033
20.13,2828,0.0089
20.13,2829,0.0196
20.13,2818,0.14
20.13,2816,0.0014
20.13,2815,0.1148
20.13,2826,0.0021
20.13,2813,0.0114
20.13,2812,0.0055
20.13,2811,0.0778
20.13,2806,0.0021
20.13,2601,0.0032
20.13,2805,0.0256
20.13,2801,0.0073
20.13,2804,0.1669
20.13,2830,0.0012
20.13,2831,0.0003
20.13,2832,0.0032
20.13,2833,0.0186
20.13,2834,0.0079
20.13,2835,0.0531
20.13,2836,0.0802
20.13,2837,0.0011
20.13,2839,0.0068
20.13,2840,0.0028
20.13,2842,0.01
20.13,2846,0.0223
20.13,2843,0.0137
20.13,2845,0.0065
20.13,2849,0.0078
20.13,2825,0.0515
20.13,2852,0
20.13,2853,0
20.13,2802,0.0003
20.13,7104,0.0078
20.13,2809,0.0052
20.13,2803,0.0301
20.13,2847,0.0196
20.13,2807,0.0051
20.13,2810,0.0007
20.13,2503,0.0029
20.13,2850,0.0034
20.13,2827,0.0481
20.14,2932,0.0211
20.14,2904,0.0032
20.14,2931,0.0018
20.14,3806,0.0047
20.14,3805,0.0009
20.14,2207,0.045
20.14,3804,0.0007
20.14,2930,0.0363
20.14,3823,0.198
20.14,2913,0
20.14,2929,0.0114
20.14,2926,0.0226
20.14,3802,0.005
20.14,2925,0.0105
20.14,2924,0.013
20.14,2942,0.0033
20.14,2922,0.0292
20.14,2921,0.0387
20.14,2920,0.0049
20.14,2919,0.0012
20.14,2918,0.017
20.14,2917,0.0161
20.14,2916,0.0348
20.14,2915,0.0157
20.14,2914,0.0157
20.14,2912,0.0083
20.14,2906,0.0038
20.14,2910,0.0133
20.14,3507,0.0256
20.14,2905,0.0443
20.14,2928,0.0023
20.14,2909,0.0409
20.14,2907,0.0144
20.14,2908,0.0001
20.14,2903,0.0203
20.14,4402,0.0005
20.14,2902,0.0397
20.14,3803,0.0002
20.14,3807,0.0005
20.14,2901,0.0279
20.14,2707,0.0391
20.14,2927,0.0004
20.14,2911,0.0002
20.14,2939,0.0049
20.14,2934,0.0191
20.14,2933,0.1434
20.15,2827,0.2039
20.15,2814,0.0661
20.15,2808,0.0263
20.15,3101,0.0559
20.15,3105,0.1781
20.15,3104,0.0281
20.15,3103,0.0069
20.15,3102,0.4014
20.15,2834,0.0334
20.53,3301,0.1813
20.53,3302,0.8187
20.16,3901,0.1911
20.16,3902,0.1732
20.16,3910,0.0326
20.16,3907,0.0851
20.16,3908,0.0676
20.16,3909,0.0304
20.16,3911,0.0467
20.16,3905,0.0079
20.16,3912,0.0104
20.16,3904,0.1242
20.16,3906,0.1223
20.16,3914,0.0123
20.16,3913,0.0194
20.16,3903,0.0768
21.10,2939,0.0059
21.10,2918,0.0204
21.10,2922,0.0352
21.10,2923,0.0041
21.10,2924,0.0157
21.10,3002,0.5473
21.10,2940,0.0066
21.10,2932,0.0254
21.10,2933,0.1725
21.10,3001,0.0403
21.10,2934,0.0229
21.10,2935,0.0219
21.10,2936,0.041
21.10,2937,0.0191
21.10,2938,0.0107
21.10,2941,0.0108
21.20,3003,0.0137
21.20,3002,0.1982
21.20,3824,0
21.20,3004,0.759
21.20,3005,0.0111
21.20,3006,0.018
22.11,4006,0.0259
22.11,4012,0.0557
22.11,4011,0.9149
22.11,4013,0.0035
22.19,4008,0.0691
22.19,4005,0.1697
22.19,5906,0.0112
22.19,4014,0.0409
22.19,6406,0.0289
22.19,4003,0.0021
22.19,4006,0.0277
22.19,4010,0.0759
22.19,4016,0.4509
22.19,4015,0.0213
22.19,4017,0.003
22.19,4009,0.0985
22.19,4007,0.0009
22.21,3916,0.0293
22.21,3921,0.2802
22.21,3917,0.2451
22.21,3920,0.4453
22.22,3923,1
22.23,5904,0.0054
22.23,3922,0.0941
22.23,3918,0.4542
22.23,3925,0.4464
22.29,9405,0.1683
22.29,3924,0.0571
22.29,3919,0.1431
22.29,6506,0.0384
22.29,9615,0.0043
22.29,3926,0.5733
22.29,9619,0
22.29,6406,0.0156
23.11,7003,0.2406
23.11,7005,0.7579
23.11,7004,0.0015
23.12,7009,0.2459
23.12,7006,0.0467
23.12,7008,0.0574
23.12,7007,0.65
23.13,7020,0.038
23.13,7010,0.5055
23.13,7013,0.4564
23.14,7019,1
23.19,7015,0.0097
23.19,7020,0.0299
23.19,7001,0.0078
23.19,9405,0.4232
23.19,7017,0.0091
23.19,7016,0.0058
23.19,7011,0.0018
23.19,7018,0.0301
23.19,7010,0.3976
23.19,7002,0.0369
23.19,8546,0.0247
23.19,7014,0.0235
23.20,3816,0.1427
23.20,6815,0.5929
23.20,6902,0.1929
23.20,6903,0.0614
23.20,6901,0.0101
23.31,6907,1
23.32,6905,0.8606
23.32,6904,0.1146
23.32,6906,0.0248
23.41,6911,0.5251
23.41,6913,0.1411
23.41,6912,0.3338
23.42,6910,1
23.43,8546,0.2338
23.43,8547,0.7662
23.44,8505,0.7151
23.44,6909,0.2849
23.49,6914,0.1906
23.49,6909,0.8094
23.51,2523,1
23.52,2518,0.0187
23.52,2522,0.6539
23.52,2520,0.3274
23.61,6810,0.2981
23.61,9406,0.7019
23.62,6809,1
23.63,3824,1
23.64,3824,1
23.65,6808,0.4635
23.65,6811,0.5365
23.69,6809,0.2829
23.69,6810,0.7171
23.70,6803,0.0225
23.70,6802,0.8479
23.70,6801,0.1296
23.91,6804,0.3161
23.91,6805,0.6839
23.99,2517,0.0827
23.99,2818,0.2408
23.99,6815,0.356
23.99,3801,0.1149
23.99,6814,0.0046
23.99,6807,0.0632
23.99,6806,0.094
23.99,2715,0.0098
23.99,6813,0.0333
23.99,6812,0.0008
24.51,7307,0.6358
24.51,7303,0.3642
25.11,7610,0.2041
25.11,9406,0.1987
25.11,7308,0.5971
25.12,7610,0.2548
25.12,7308,0.7452
25.21,7322,0.0642
25.21,8403,0.9358
25.29,7611,0.0477
25.29,7309,0.4268
25.29,7613,0.1607
25.29,7311,0.3648
25.30,8404,0.063
25.30,8401,0.8258
25.30,8402,0.1112
25.40,9301,0.1877
25.40,9304,0.0332
25.40,9303,0.0257
25.40,9620,0
25.40,9305,0.1261
25.40,9306,0.6252
25.40,9302,0.0021
25.72,8301,0.2916
25.72,8302,0.7084
25.73,8480,1
25.73,8208,0.0915
25.73,8201,0.0262
25.73,8207,0.4576
25.73,8205,0.225
25.73,8203,0.0422
25.73,8202,0.0497
25.73,8204,0.0456
25.73,8209,0.0411
25.73,8206,0.0212
25.91,7310,1
25.92,7310,0.2775
25.92,7612,0.2452
25.92,8309,0.4773
25.93,7319,0.0027
25.93,7419,0.1152
25.93,7320,0.1249
25.93,7415,0.0185
25.93,7614,0.0066
25.93,7413,0.0349
25.93,7616,0.4207
25.93,7315,0.0813
25.93,7314,0.0459
25.93,7312,0.0861
25.93,7317,0.0144
25.93,8311,0.0477
25.93,7313,0.0011
25.94,7318,0.9783
25.94,7415,0.0217
25.99,8210,0.0357
25.99,7324,0.0352
25.99,7418,0.0265
25.99,7615,0.486
25.99,7323,0.4166
25.99,8305,0.0039
25.99,8306,0.0074
25.99,7419,0.0493
25.99,8505,0.0638
25.99,7316,0.0015
25.99,8307,0.0371
25.99,8007,0.01
25.99,8308,0.0547
25.99,9615,0.005
25.99,7508,0.0249
25.99,8487,0
25.99,7806,0.0027
25.99,8304,0.0014
25.99,7616,0.1801
25.99,7907,0.0093
25.99,8310,0.004
25.99,7326,0.4572
25.99,8303,0.0078
25.99,7325,0.0799
24.10,7216,0.0135
24.10,7202,0.0231
24.10,7201,0.0068
24.10,7203,0.0005
24.10,7204,0.1464
24.10,7205,0.0062
24.10,7206,0.0007
24.10,7207,0.0365
24.10,7208,0.168
24.10,7209,0.0181
24.10,7210,0.1298
24.10,7211,0.0088
24.10,7212,0.0128
24.10,7213,0.0274
24.10,7214,0.0305
24.10,7218,0.0044
24.10,7219,0.0812
24.10,7220,0.0203
24.10,7222,0.0246
24.10,7224,0.0242
24.10,7225,0.1408
24.10,7226,0.0179
24.10,7227,0.0044
24.10,7228,0.0264
24.10,7301,0.0007
24.10,7302,0.0119
24.10,7221,0.0141
24.20,7304,0.5116
24.20,7306,0.1957
24.20,7307,0.2163
