NACE2,HS2017,weight
10.39,2008.19,0.0935
10.39,2008.93,0.001
10.39,0813.10,0.0091
10.39,2008.60,0.0235
10.39,0811.90,0.0181
10.39,2008.11,0.0157
10.39,0804.20,0.0063
10.39,2008.50,0.003
10.39,0813.40,0.0081
10.39,0812.10,0
10.39,0813.30,0.0005
10.39,0813.50,0.0433
10.39,2308.00,0.0113
10.39,0803.10,0.0007
10.39,2007.99,0.4186
10.39,2007.91,0.0218
10.39,2008.80,0.0287
10.39,0812.90,0.0001
10.39,2008.99,0.1469
10.41,2306.50,0
10.41,1504.10,0.0079
10.41,1510.00,0
10.41,2304.00,0.0659
10.41,2305.00,0
10.41,1512.11,0.2373
10.41,2306.20,0.0002
10.41,2306.30,0.0412
10.41,1509.10,0.1059
10.41,1504.30,0.0001
10.41,1404.20,0.0001
10.41,1503.00,0.008
10.41,1506.00,0.0858
10.41,2306.10,0
10.41,1507.10,0.0561
10.41,1512.21,0.0003
10.41,1508.10,0.0005
10.41,1515.90,0.0441
10.41,1515.11,0.0008
10.41,2306.49,0.0006
10.41,2306.60,0
10.41,1208.10,0.002
10.41,1513.21,0.0001
10.41,1504.20,0.1013
10.41,1515.50,0.0054
10.41,2306.41,0.2292
10.41,2306.90,0.0063
10.41,1208.90,0.0008
10.41,1513.29,0.0003
10.41,1521.10,0.0053
10.41,1522.00,0.015
10.41,1516.20,0.0978
10.41,1514.19,0.0378
10.41,1511.90,0.0078
10.41,1515.30,0.0508
10.41,1510.00,0.0013
10.41,1513.19,0.0129
10.41,1515.50,0.0066
10.41,1515.19,0.007
10.41,1507.90,0.0502
10.41,1509.90,0.0301
10.41,1508.90,0.0147
10.41,1514.99,0.0123
10.41,1516.10,0.013
10.41,1512.29,0
10.41,1515.90,0.1545
10.41,1512.19,0.4826
10.42,1517.10,0.2304
10.42,1517.90,0.7696
10.51,0401.20,0.2512
10.51,0401.10,0.0327
10.51,0401.50,0.2815
10.51,0403.90,0.2304
10.51,0401.40,0.0046
10.51,0403.10,0.1995
10.51,0405.90,0.1916
10.51,0405.10,0.7849
10.51,0405.20,0.0235
10.51,0406.20,0.0367
10.51,0406.10,0.1654
10.51,0406.30,0.0995
10.51,0406.40,0.0346
10.51,0406.90,0.6639
10.51,1702.19,0.01
10.51,3501.10,0.0992
10.51,0402.29,0.0305
10.51,0404.90,0.0661
10.51,0402.91,0.0346
10.51,0402.10,0.365
10.51,0402.21,0.1225
10.51,0404.10,0.2454
10.51,1702.11,0.0132
10.51,0402.99,0.0135
10.52,2105.00,1
10.61,2302.50,0.0015
10.61,2302.40,0.0063
10.61,1106.30,0.0058
10.61,1102.20,0.0245
10.61,2302.10,0.0133
10.61,2302.30,0.0539
10.61,1901.20,0.7538
10.61,1101.00,0.111
10.61,1106.20,0.0003
10.61,1102.90,0.0119
10.61,1106.10,0.0177
10.61,1904.90,0.1837
10.61,1006.30,0.072
10.61,1104.23,0.0013
10.61,1904.20,0.0686
10.61,1904.10,0.4501
10.61,1104.29,0.0028
10.61,1103.11,0.0601
10.61,1104.22,0.0001
10.61,1006.20,0.0095
10.61,1104.19,0.0012
10.61,1103.20,0.0016
10.61,1106.10,0.0262
10.61,1904.30,0.0092
10.61,1103.19,0.0086
10.61,1104.12,0.0057
10.61,1106.30,0.0086
10.61,1106.20,0.0004
10.61,1103.13,0.044
10.61,1104.30,0.0428
10.61,1006.40,0.0035
10.62,3505.10,0.4772
10.62,2303.10,0.1288
10.62,1702.90,0.0392
10.62,1108.20,0.0013
10.62,1109.00,0.2507
10.62,1515.29,0.0252
10.62,1702.60,0.0049
10.62,1108.19,0.0078
10.62,1108.11,0.0565
10.62,1903.00,0.005
10.62,1108.14,0.0006
10.62,1515.21,0.003
10.71,1905.90,1
10.71,1905.90,1
10.71,1905.90,1
10.71,1905.90,1
10.72,1905.10,0.0041
10.72,1905.90,0.6799
10.72,1905.20,0.0026
10.72,1905.40,0.0307
10.72,1905.32,0.0488
10.72,1905.31,0.234
10.73,1902.11,0.2105
10.73,1902.40,0.352
10.73,1902.19,0.4374
10.81,1701.99,0.8301
10.81,1701.14,0.045
10.81,1701.12,0.0016
10.81,1701.91,0.0181
10.81,1701.13,0.0006
10.81,1703.10,0.0009
10.81,1702.20,0.0054
10.81,1703.90,0.0103
10.81,2303.20,0.0881
10.82,1805.00,0.0609
10.82,1803.10,0.0809
10.82,1806.90,0.2933
10.82,1806.32,0.0898
10.82,1704.10,0.0152
10.82,1802.00,0.0007
10.82,1804.00,0.1935
10.82,1806.31,0.0348
10.82,1803.20,0.002
10.82,1704.90,0.0915
10.82,2006.00,0.0042
10.82,1806.20,0.1309
10.82,1806.10,0.0023
10.83,0901.12,0.0007
10.83,2101.12,0.021
10.83,0902.10,0.0145
10.83,2101.11,0.1208
10.83,0901.22,0.081
10.83,0901.21,0.7334
10.83,0902.30,0.0188
10.83,0901.90,0.0014
10.83,2101.20,0.0082
10.84,2103.90,0.4545
10.84,0909.62,0.0006
10.84,0910.20,0.0062
10.84,2209.00,0.0648
10.84,2501.00,0.069
10.84,0905.20,0.0538
10.84,0908.12,0.0039
10.84,0908.32,0.001
10.84,2103.20,0.0287
10.84,0904.12,0.032
10.84,0906.20,0.0094
10.84,2103.30,0.202
10.84,0908.22,0.0003
10.84,0909.32,0.0047
10.84,0910.91,0.0177
10.84,0907.20,0.0009
10.84,0910.12,0.0044
10.84,0909.22,0.0019
10.84,0910.99,0.0176
10.84,2103.10,0.0055
10.84,0904.22,0.021
10.85,1902.30,0.018
10.85,2106.90,0.8862
10.85,1902.20,0.0958
10.86,2007.10,0.0233
10.86,1901.10,0.9005
10.86,1602.10,0.0031
10.86,2104.20,0.0622
10.86,2005.10,0.0109
10.89,1302.31,0.0011
10.89,2106.10,0.0489
10.89,1702.90,0.044
10.89,2104.10,0.053
10.89,0408.19,0.0158
10.89,0407.90,0.004
10.89,0408.91,0.0153
10.89,2106.90,0.4154
10.89,1302.13,0.0007
10.89,0408.11,0.0084
10.89,0408.99,0.0068
10.89,3502.11,0.0131
10.89,1302.12,0.0162
10.89,1603.00,0.0133
10.89,1901.90,0.2303
10.89,3502.19,0.0048
10.89,2102.20,0.0399
10.89,1302.19,0.0131
10.89,1302.32,0.0089
10.89,2102.30,0.0008
10.89,1302.39,0.0462
10.91,1214.10,0.044
10.91,2309.90,0.956
10.92,2309.10,1
11.01,2208.60,0.0736
11.01,2208.90,0.0312
11.01,2208.30,0.0562
11.01,2208.70,0.0585
11.01,2208.40,0.0161
11.01,2208.50,0.0097
11.01,2208.20,0.7546
11.02,2204.10,1
11.02,2204.30,0.0007
11.02,2204.22,0.0177
11.02,2204.29,0.0316
11.02,2307.00,0.0003
11.02,2204.21,0.9498
11.03,2206.00,1
11.04,2205.90,0.1142
11.04,2205.10,0.8858
11.05,2303.30,0.0337
11.05,2203.00,0.9663
11.06,1107.20,0.0126
11.06,1107.10,0.9874
11.07,2201.10,0.9149
11.07,2201.90,0.0851
11.07,2202.99,0.3513
11.07,2202.91,0.0171
11.07,2202.10,0.6316
12,2403.91,0.5524
12,2402.90,0.0004
12,2401.30,0.0011
12,2402.20,0.1164
12,2402.10,0.01
12,2403.11,0
12,2403.99,0.3181
12,2403.19,0.0016
13.1,5202.91,0.0029
13.1,5306.10,0.0122
13.1,5205.27,0
13.1,5401.20,0.0005
13.1,5108.20,0.0004
13.1,5004.00,0.0007
13.1,5206.41,0
13.1,5206.45,0
13.1,5205.28,0.0012
13.1,5403.41,0.0009
13.1,5206.21,0
13.1,5508.10,0.0078
13.1,5509.42,0.0019
13.1,5509.52,0
13.1,5509.91,0.0001
13.1,5509.69,0.0018
13.1,5205.15,0
13.1,5205.35,0
13.1,5105.40,0
13.1,5204.20,0.0014
13.1,5301.29,0.1492
13.1,5109.10,0.002
13.1,5206.15,0
13.1,5509.21,0.0002
13.1,5205.41,0.0027
13.1,5002.00,0.0005
13.1,5402.63,0.0001
13.1,5510.20,0
13.1,5509.22,0.0022
13.1,5206.22,0
13.1,5105.21,0
13.1,5308.20,0
13.1,5510.30,0
13.1,5105.10,0.0001
13.1,5205.21,0
13.1,5205.44,0.0003
13.1,5105.39,0
13.1,5306.20,0.0023
13.1,5110.00,0
13.1,5403.49,0.0001
13.1,5510.12,0.0002
13.1,5207.10,0.038
13.1,5402.69,0.001
13.1,5509.62,0.0059
13.1,5107.20,0.0013
13.1,1505.00,0.001
13.1,5511.30,0.0033
13.1,5205.11,0.0002
13.1,5402.62,0.0023
13.1,5206.43,0
13.1,5206.32,0
13.1,5206.44,0
13.1,5205.14,0.0001
13.1,5202.99,0.0172
13.1,5305.00,0.0007
13.1,5402.61,0.0035
13.1,5509.53,0.0002
13.1,5107.10,0.0008
13.1,5506.20,0.0064
13.1,5510.11,0.0109
13.1,5509.32,0.0027
13.1,5206.42,0
13.1,5406.00,0.0028
13.1,5303.90,0.0001
13.1,5101.29,0.0001
13.1,5509.12,0.0041
13.1,5509.61,0.002
13.1,5205.47,0.0002
13.1,5205.24,0.001
13.1,5108.10,0.0002
13.1,5308.90,0.0001
13.1,5301.30,0.0698
13.1,5005.00,0.0004
13.1,5207.90,0.0016
13.1,5307.20,0.0001
13.1,5101.30,0.0004
13.1,5203.00,0.0015
13.1,5104.00,0
13.1,5206.31,0.0002
13.1,5511.20,0.0031
13.1,5205.31,0.0008
13.1,5205.23,0.0001
13.1,5206.25,0
13.1,5506.10,0.0086
13.1,5106.20,0.0016
13.1,5507.00,0.0005
13.1,5205.46,0
13.1,5511.10,0.0027
13.1,5205.33,0
13.1,5205.43,0.0005
13.1,5308.10,0
13.1,5205.32,0.0007
13.1,5204.11,0.0004
13.1,5509.41,0.0004
13.1,5509.31,0.0015
13.1,5301.21,0.5739
13.1,5206.11,0.0003
13.1,5506.30,0.0001
13.1,5509.51,0.0006
13.1,5506.90,0.0087
13.1,5206.12,0.0002
13.1,5109.90,0.0007
13.1,5509.59,0.0035
13.1,5105.29,0.0008
13.1,5205.13,0.0003
13.1,5101.21,0.0021
13.1,5509.92,0
13.1,5205.42,0.0013
13.1,5403.42,0
13.1,5509.11,0.0026
13.1,5006.00,0.0006
13.1,5307.10,0
13.1,5106.10,0.0004
13.1,5105.31,0.0001
13.1,5103.10,0.0002
13.1,5510.90,0.0006
13.1,5205.48,0.0002
13.1,5509.99,0.0006
13.1,5204.19,0.0014
13.1,5205.22,0
13.1,5508.20,0.0001
13.1,5205.12,0.0005
13.1,5401.10,0.0072
13.2,5211.41,0.0005
13.2,5212.14,0.0026
13.2,5514.43,0.0001
13.2,5112.30,0.0018
13.2,5208.29,0.0015
13.2,5407.43,0.0015
13.2,5208.42,0.001
13.2,5801.23,0.0003
13.2,5516.91,0.0003
13.2,5210.29,0.0011
13.2,5516.41,0.0004
13.2,5211.19,0.0012
13.2,5514.22,0.0049
13.2,5801.10,0.0025
13.2,5210.32,0.001
13.2,5111.20,0.0006
13.2,5208.31,0.0006
13.2,5407.91,0.0004
13.2,5407.44,0.0005
13.2,5209.42,0.0009
13.2,5516.34,0
13.2,5407.71,0.0016
13.2,5516.22,0.0032
13.2,5513.12,0.0001
13.2,5113.00,0.0003
13.2,5210.51,0.0002
13.2,5516.92,0.0059
13.2,5801.31,0.0001
13.2,5212.22,0.0009
13.2,5408.33,0.0031
13.2,5211.49,0.0086
13.2,5209.49,0.0018
13.2,5212.23,0.002
13.2,5211.43,0
13.2,5407.30,0.0041
13.2,5802.20,0.0002
13.2,5209.52,0.0009
13.2,5407.74,0.0005
13.2,5407.73,0.0032
13.2,5209.32,0.004
13.2,5209.29,0.0012
13.2,5514.49,0.0012
13.2,5515.11,0.0107
13.2,5208.12,0.0025
13.2,5407.10,0.0248
13.2,5112.90,0.0109
13.2,5408.34,0.0046
13.2,5407.61,0.0357
13.2,5512.99,0.0259
13.2,5208.11,0.0004
13.2,5514.23,0.0008
13.2,5210.59,0.0006
13.2,5513.41,0.0004
13.2,5516.21,0.0006
13.2,5801.26,0.0004
13.2,5801.33,0.0018
13.2,5515.13,0.0078
13.2,5208.41,0.0007
13.2,5802.19,0.0005
13.2,5514.30,0.002
13.2,5208.32,0.0062
13.2,5210.31,0.0017
13.2,5407.69,0.0111
13.2,5516.44,0.0016
13.2,5212.15,0.0009
13.2,5407.72,0.0082
13.2,5513.29,0.0007
13.2,5111.30,0.0067
13.2,5208.19,0.0015
13.2,5209.19,0.0007
13.2,5408.23,0.0011
13.2,5516.11,0.0021
13.2,5407.52,0.0299
13.2,5209.22,0.0012
13.2,5211.59,0.0048
13.2,5408.21,0.0091
13.2,5516.12,0.0057
13.2,5801.37,0.0111
13.2,5209.41,0.0002
13.2,5309.21,0.0006
13.2,5210.41,0.0018
13.2,5309.19,0.0112
13.2,5515.99,0.0436
13.2,5408.32,0.0037
13.2,5208.39,0.0039
13.2,5407.92,0.0043
13.2,5513.13,0.0002
13.2,5208.13,0.0011
13.2,5407.42,0.0266
13.2,5516.31,0
13.2,5516.14,0.026
13.2,5512.91,0.0033
13.2,5208.21,0.0012
13.2,5212.25,0.0054
13.2,5211.42,0
13.2,5512.11,0.0055
13.2,5801.90,0.0016
13.2,5408.31,0.0024
13.2,5112.11,0.0021
13.2,5407.54,0.0106
13.2,5211.52,0.0004
13.2,5514.21,0.0012
13.2,5112.20,0.0026
13.2,5111.11,0.0007
13.2,5514.42,0.0019
13.2,5209.11,0.0014
13.2,5408.24,0.0045
13.2,5208.51,0.0035
13.2,5407.53,0.01
13.2,7019.59,0.0778
13.2,5209.43,0.0002
13.2,5801.36,0.0029
13.2,5513.19,0.0044
13.2,5514.41,0.0001
13.2,5208.52,0.0132
13.2,5210.11,0.0014
13.2,5209.31,0.0025
13.2,5407.41,0.0084
13.2,5407.20,0.0039
13.2,5513.21,0.0063
13.2,5212.12,0.0001
13.2,5309.11,0.0069
13.2,5516.23,0.0016
13.2,5516.42,0.0009
13.2,5516.32,0.0001
13.2,5514.19,0.0015
13.2,5515.29,0.0045
13.2,5801.27,0.0031
13.2,7019.52,0.0215
13.2,5211.20,0.0002
13.2,5801.32,0.0001
13.2,5211.31,0.0017
13.2,5516.93,0.0019
13.2,5208.33,0.0003
13.2,5211.11,0.0001
13.2,5211.51,0.0001
13.2,5516.43,0.0012
13.2,5407.93,0.0065
13.2,5407.84,0.0006
13.2,5512.21,0.0016
13.2,5209.12,0.0017
13.2,5802.11,0
13.2,5515.21,0.0015
13.2,5801.22,0.0116
13.2,5515.91,0.0073
13.2,5513.11,0.0045
13.2,5209.51,0.0031
13.2,5111.19,0.0033
13.2,5310.90,0.0001
13.2,5408.10,0.002
13.2,5407.82,0.0029
13.2,5212.21,0.0002
13.2,5212.11,0.0003
13.2,5211.12,0.0038
13.2,5211.32,0.0151
13.2,5111.90,0.0078
13.2,5208.49,0.0016
13.2,5407.51,0.0127
13.2,5007.90,0.0259
13.2,5514.11,0.0003
13.2,5516.24,0.0018
13.2,5513.31,0
13.2,5513.49,0.0005
13.2,5211.39,0.0048
13.2,5212.13,0.0111
13.2,5210.19,0.0004
13.2,5407.81,0.0007
13.2,5408.22,0.0053
13.2,5514.29,0.0038
13.2,5208.43,0.0006
13.2,5208.22,0.0115
13.2,5407.94,0.0021
13.2,5208.23,0.0022
13.2,5007.10,0.0002
13.2,5311.00,0.0006
13.2,5210.49,0.0022
13.2,5212.24,0.0041
13.2,5210.39,0.0014
13.2,5407.83,0.0027
13.2,5210.21,0.001
13.2,5209.59,0.003
13.2,5516.94,0.0034
13.2,5516.13,0.0019
13.2,7019.40,0.0174
13.2,5208.59,0.0066
13.2,5513.23,0.0003
13.2,5007.20,0.0316
13.2,5516.33,0.0006
13.2,5209.21,0.0003
13.2,5513.39,0.0004
13.2,5801.21,0.0001
13.2,5512.29,0.055
13.2,5802.30,0.0001
13.2,5515.19,0.0017
13.2,5309.29,0.0062
13.2,5803.00,0.0005
13.2,5209.39,0.0095
13.2,5515.12,0.0069
13.2,7019.51,0.0102
13.2,5514.12,0.0024
13.2,5515.22,0.0021
13.2,5310.10,0.0001
13.2,5512.19,0.0154
13.2,5112.19,0.0021
13.91,6005.42,0.0012
13.91,6001.29,0.0002
13.91,6005.39,0.0034
13.91,6006.22,0.0703
13.91,6005.35,0.0045
13.91,6003.90,0.0035
13.91,6001.92,0.0292
13.91,6001.22,0.0146
13.91,6006.43,0.0024
13.91,6001.91,0.0149
13.91,6005.37,0.0175
13.91,6002.90,0.006
13.91,6005.43,0
13.91,6005.23,0.0022
13.91,6006.41,0.0045
13.91,6006.32,0.1009
13.91,6006.24,0.0212
13.91,6003.20,0.0054
13.91,6001.10,0.0045
13.91,6005.36,0.0328
13.91,6006.42,0.0364
13.91,6005.22,0.009
13.91,6005.90,0.0027
13.91,6003.30,0.0287
13.91,4304.00,0.0111
13.91,6006.34,0.0376
13.91,6005.44,0.0002
13.91,6006.44,0.0109
13.91,6005.41,0
13.91,6002.40,0.0111
13.91,6003.40,0.0001
13.91,6006.21,0.075
13.91,6004.10,0.2385
13.91,6001.99,0.0006
13.91,6006.10,0.0086
13.91,6006.23,0.0256
13.91,6005.24,0.0019
13.91,6003.10,0.0001
13.91,6006.33,0.0141
13.91,6004.90,0.0372
13.91,6005.38,0.001
13.91,6006.90,0.0888
13.91,6005.21,0.0001
13.91,6001.21,0.0006
13.91,6006.31,0.0209
13.92,6304.92,0.003
13.92,6307.10,0.0226
13.92,6301.40,0.0102
13.92,6302.53,0.0056
13.92,6304.99,0.0058
13.92,6301.20,0.0251
13.92,6308.00,0.0101
13.92,6303.91,0.0047
13.92,6301.90,0.003
13.92,8804.00,0.032
13.92,6303.19,0.0007
13.92,6302.51,0.0162
13.92,6302.21,0.0528
13.92,6302.22,0.0075
13.92,6304.11,0.0001
13.92,6302.32,0.0108
13.92,6305.90,0.0018
13.92,6305.10,0.0006
13.92,6303.99,0.0083
13.92,6305.39,0.0041
13.92,9404.90,0.0725
13.92,6303.12,0.0114
13.92,6305.32,0.0142
13.92,6302.60,0.0548
13.92,9404.30,0.0118
13.92,6306.90,0.0132
13.92,6302.91,0.0062
13.92,6304.93,0.0135
13.92,6303.92,0.0458
13.92,6307.90,0.2403
13.92,6302.99,0.0061
13.92,6306.19,0.0086
13.92,6301.30,0.0027
13.92,6302.40,0.0012
13.92,6305.20,0.0119
13.92,6302.10,0.0111
13.92,6307.20,0.0129
13.92,6302.59,0.0131
13.92,6306.12,0.0432
13.92,6304.91,0.0082
13.92,5805.00,0.0017
13.92,6305.33,0.0018
13.92,6302.39,0.0109
13.92,6306.22,0.0277
13.92,6306.30,0.0077
13.92,6302.29,0.0022
13.92,6304.19,0.0024
13.92,6302.93,0.0357
13.92,6306.40,0.0074
13.92,6306.29,0.0024
13.92,6304.20,0.0004
13.92,6302.31,0.0722
13.93,5702.99,0.011
13.93,5702.10,0.0068
13.93,5702.49,0.0035
13.93,5703.20,0.3209
13.93,5702.39,0.0015
13.93,5701.10,0.0281
13.93,5704.90,0.144
13.93,5702.20,0.0017
13.93,5702.92,0.0232
13.93,5703.10,0.0409
13.93,5702.41,0.004
13.93,5701.90,0.0121
13.93,5702.91,0.0012
13.93,5703.90,0.0073
13.93,5704.20,0.0002
13.93,5705.00,0.1536
13.93,5703.30,0.1966
13.93,5702.31,0.0073
13.93,5704.10,0.0004
13.93,5702.32,0.0229
13.93,5702.42,0.0109
13.93,5702.50,0.002
13.94,5607.50,0.4587
13.94,5607.90,0.0588
13.94,6310.90,0.0225
13.94,5607.21,0.0055
13.94,5607.49,0.0729
13.94,5609.00,0.1351
13.94,5607.41,0.0057
13.94,6310.10,0.0054
13.94,5608.90,0.0122
13.94,5608.11,0.0281
13.94,5607.29,0.0058
13.94,5608.19,0.1893
13.95,5603.12,0.1987
13.95,5603.13,0.1509
13.95,5603.11,0.1389
13.95,5603.93,0.0822
13.95,5603.92,0.208
13.95,5603.94,0.0454
13.95,5603.14,0.1675
13.95,5603.91,0.0084
13.96,5807.90,0.0055
13.96,5806.32,0.1146
13.96,5604.10,0.0051
13.96,5911.32,0.038
13.96,5806.31,0.0089
13.96,5911.90,0.1087
13.96,5806.39,0.0091
13.96,5911.40,0.0094
13.96,5806.10,0.0242
13.96,5907.00,0.0134
13.96,5604.90,0.0697
13.96,5902.20,0.013
13.96,5902.10,0.008
13.96,5806.20,0.0351
13.96,5901.10,0.0004
13.96,5903.20,0.1117
13.96,5605.00,0.0214
13.96,5908.00,0.0002
13.96,5911.20,0.012
13.96,5903.90,0.1501
13.96,5903.10,0.0702
13.96,5901.90,0.0095
13.96,5807.10,0.0424
13.96,5808.90,0.0306
13.96,5808.10,0.0177
13.96,5809.00,0.0052
13.96,5909.00,0.0324
13.96,5911.10,0.0068
13.96,5902.90,0.0006
13.96,5911.31,0.0066
13.96,5910.00,0.0113
13.96,5806.40,0.0083
13.99,5804.29,0.0938
13.99,5606.00,0.1322
13.99,5602.29,0.0185
13.99,9616.20,0.039
13.99,5810.92,0.1465
13.99,5811.00,0.0294
13.99,5602.90,0.0138
13.99,5804.21,0.1612
13.99,5601.30,0.0172
13.99,5810.10,0.0277
13.99,5804.10,0.065
13.99,5810.91,0.0116
13.99,5602.10,0.1883
13.99,5602.21,0.0079
13.99,5810.99,0.0473
13.99,5804.30,0.0008
14.11,4203.10,1
14.12,6204.62,0.0202
14.12,6204.29,0.0011
14.12,6211.33,0.1383
14.12,6203.43,0.1279
14.12,6204.33,0.0162
14.12,6204.63,0.0482
14.12,6203.49,0.0436
14.12,6204.39,0.0021
14.12,6211.42,0.0325
14.12,6203.32,0.0393
14.12,6204.22,0.0019
14.12,6203.33,0.0954
14.12,6203.39,0.0197
14.12,6211.32,0.0691
14.12,6204.23,0.0012
14.12,6203.22,0.0486
14.12,6211.43,0.0778
14.12,6203.29,0.0069
14.12,6203.42,0.156
14.12,6203.23,0.0276
14.12,6204.32,0.0072
14.12,6204.69,0.0192
14.13,6203.43,0.023
14.13,6201.13,0.0145
14.13,6204.52,0.0103
14.13,6204.41,0.0101
14.13,6201.92,0.0067
14.13,6104.33,0.0026
14.13,6103.41,0.0016
14.13,6101.90,0.0029
14.13,6204.19,0.001
14.13,6204.29,0.0038
14.13,6103.32,0.0006
14.13,6203.39,0.0032
14.13,6104.69,0.0048
14.13,6203.33,0.0059
14.13,6103.31,0.0004
14.13,6204.11,0.0002
14.13,6104.19,0.0056
14.13,6204.42,0.027
14.13,6203.22,0.0002
14.13,6104.39,0.002
14.13,6104.49,0.005
14.13,6202.11,0.0386
14.13,6204.22,0.0005
14.13,6203.11,0.0058
14.13,6204.13,0.001
14.13,6103.42,0.0098
14.13,6202.19,0.0049
14.13,6103.43,0.0047
14.13,6104.59,0.0023
14.13,6201.12,0.0058
14.13,6103.29,0
14.13,6104.43,0.0169
14.13,6102.10,0.0042
14.13,6309.00,0.0174
14.13,6104.63,0.0274
14.13,6203.32,0.0077
14.13,6204.49,0.0396
14.13,6103.39,0.0012
14.13,6204.33,0.021
14.13,6204.32,0.0188
14.13,6203.42,0.0717
14.13,6204.23,0.0014
14.13,6204.12,0.0001
14.13,6203.41,0.0061
14.13,6101.20,0.0036
14.13,6203.29,0.0016
14.13,6104.23,0.0029
14.13,6204.31,0.0187
14.13,6104.42,0.0144
14.13,6202.93,0.0448
14.13,6203.23,0.0003
14.13,6202.13,0.0266
14.13,6104.31,0.0005
14.13,6202.99,0.002
14.13,6103.49,0.0014
14.13,6104.53,0.0039
14.13,6204.59,0.0115
14.13,6201.91,0.0032
14.13,6203.12,0.0006
14.13,6201.93,0.037
14.13,6102.30,0.0118
14.13,6202.92,0.0078
14.13,6204.44,0.0312
14.13,6104.44,0.0128
14.13,6204.51,0.0042
14.13,6104.52,0.0017
14.13,6104.41,0.0045
14.13,6104.62,0.0344
14.13,6102.90,0.0013
14.13,6204.69,0.0418
14.13,6103.22,0.0002
14.13,6201.19,0.001
14.13,6104.29,0.0008
14.13,6202.12,0.0084
14.13,6203.31,0.0092
14.13,6103.23,0.0011
14.13,6202.91,0.0044
14.13,6104.51,0.0009
14.13,6201.11,0.0099
14.13,6103.33,0.0013
14.13,6102.20,0.0038
14.13,6204.39,0.0132
14.13,6104.32,0.002
14.13,6204.62,0.0602
14.13,6103.10,0.0005
14.13,6104.61,0.002
14.13,6104.13,0.0004
14.13,6104.22,0.0006
14.13,6201.99,0.0021
14.13,6204.61,0.0076
14.13,6204.43,0.0556
14.13,6101.30,0.0035
14.13,6204.53,0.0133
14.13,6203.49,0.0037
14.13,6203.19,0.0007
14.13,6204.21,0.0001
14.13,6204.63,0.0309
14.14,6206.20,0.0015
14.14,6212.30,0.0015
14.14,6107.22,0.0006
14.14,6106.90,0.01
14.14,6108.91,0.0013
14.14,6207.91,0.0021
14.14,6207.21,0.0007
14.14,6108.22,0.0355
14.14,6108.11,0.0009
14.14,6108.92,0.0044
14.14,6206.40,0.0551
14.14,6208.92,0.0048
14.14,6207.22,0.0001
14.14,6109.90,0.1043
14.14,6106.10,0.0148
14.14,6208.21,0.001
14.14,6212.90,0.0081
14.14,6206.30,0.0378
14.14,6208.19,0.0017
14.14,6208.22,0.0013
14.14,6207.99,0.0005
14.14,6208.91,0.0031
14.14,6108.99,0.0004
14.14,6212.10,0.1361
14.14,6108.19,0.0002
14.14,6105.10,0.0719
14.14,6107.91,0.0004
14.14,6105.20,0.0073
14.14,6106.20,0.0144
14.14,6205.20,0.0627
14.14,6205.90,0.0088
14.14,6206.90,0.0111
14.14,6207.19,0.0003
14.14,6206.10,0.0293
14.14,6205.30,0.0063
14.14,6212.20,0.0018
14.14,6207.11,0.0008
14.14,6208.11,0.0008
14.14,6107.29,0
14.14,6107.11,0.022
14.14,6108.31,0.0089
14.14,6108.39,0.0003
14.14,6107.19,0.0003
14.14,6105.90,0.0035
14.14,6208.99,0.0035
14.14,6108.21,0.0294
14.14,6108.32,0.0039
14.14,6109.10,0.2733
14.14,6208.29,0.0009
14.14,6107.21,0.0044
14.14,6108.29,0.0007
14.14,6107.12,0.0047
14.14,6207.29,0
14.14,6107.99,0.0006
14.19,6506.99,0.0034
14.19,6501.00,0.0001
14.19,6211.49,0.1371
14.19,6116.10,0.0162
14.19,4203.30,0.111
14.19,4203.40,0.006
14.19,6210.40,0.0228
14.19,6117.10,0.0116
14.19,6210.20,0.0032
14.19,6117.90,0.0018
14.19,6502.00,0
14.19,6211.33,0.0049
14.19,6210.50,0.0786
14.19,6116.92,0.0003
14.19,4203.29,0.003
14.19,6111.30,0.006
14.19,6211.42,0.0196
14.19,6211.20,0.0012
14.19,6504.00,0.0027
14.19,6114.30,0.0275
14.19,6116.91,0.0007
14.19,6111.20,0.0529
14.19,6217.90,0.0069
14.19,6112.39,0.0001
14.19,6214.10,0.0678
14.19,6117.80,0.0042
14.19,6209.30,0.0044
14.19,6209.20,0.0166
14.19,6213.90,0.0024
14.19,6216.00,0.0088
14.19,6210.30,0.0021
14.19,6507.00,0.0031
14.19,6112.11,0.0041
14.19,6505.00,0.0376
14.19,6116.99,0.0004
14.19,6214.40,0.0036
14.19,6211.32,0.004
14.19,6211.39,0.0046
14.19,6114.90,0.0478
14.19,6112.19,0.0026
14.19,6214.90,0.0054
14.19,6211.11,0.0038
14.19,6112.41,0.0384
14.19,6215.20,0.0003
14.19,6209.90,0.0026
14.19,6214.20,0.0673
14.19,6213.20,0.0003
14.19,6211.43,0.0459
14.19,6112.49,0.0009
14.19,6111.90,0.002
14.19,6114.20,0.0126
14.19,6113.00,0.0122
14.19,6210.10,0.0084
14.19,6214.30,0.004
14.19,6211.12,0.0061
14.19,6112.31,0.0061
14.19,6112.20,0.0004
14.19,6112.12,0.0069
14.19,6215.90,0.0006
14.19,6116.93,0.0086
14.19,6217.10,0.019
14.19,6215.10,0.0165
14.2,4303.10,0.9265
14.2,4303.90,0.0735
14.31,6115.99,0.0146
